#Time;x(km);y(km);z(km);alt(km);relVel;dwnrng(km);Q(kPa);Fuel(tons);dV_tot;dV_grav;dv_drag;throttle;accel;aoa;aov;pitch;Cd;x(km);y(km);z(km);yaw;c_thrust;incl
202.10;-2781.539;-4696.428;3581.690; 150.408;2508.1;151.374;0.000;97.922;4138.217;  0.000;  0.000;1.0000;0.85;4.92;34.26;39.18;0.200;-2712.027;-4736.909;3581.690;-91.00;0.000;33.272
203.10;-2782.756;-4698.401;3580.727; 151.818;2511.2;153.403;0.000;97.648;4146.568;  0.000;  0.000;1.0000;0.85;4.96;34.11;39.07;0.200;-2712.869;-4739.097;3580.727;-91.00;0.000;33.254
204.10;-2783.973;-4700.373;3579.757; 153.224;2514.3;155.436;0.000;97.374;4154.938;  0.000;  0.000;1.0000;0.86;4.99;33.97;38.96;0.200;-2713.711;-4741.286;3579.757;-91.00;0.000;33.236
205.10;-2785.190;-4702.346;3578.780; 154.627;2517.5;157.475;0.000;97.100;4163.329;  0.000;  0.000;1.0000;0.86;5.02;33.83;38.85;0.200;-2714.553;-4743.474;3578.780;-91.00;0.000;33.218
206.10;-2786.408;-4704.319;3577.794; 156.027;2520.7;159.520;0.000;96.827;4171.741;  0.000;  0.000;1.0000;0.86;5.06;33.69;38.74;0.200;-2715.395;-4745.663;3577.794;-91.00;0.000;33.199
207.10;-2787.627;-4706.292;3576.801; 157.424;2524.0;161.570;0.000;96.553;4180.174;  0.000;  0.000;1.0000;0.86;5.09;33.55;38.63;0.200;-2716.238;-4747.852;3576.801;-91.00;0.000;33.181
208.10;-2788.846;-4708.264;3575.800; 158.817;2527.3;163.626;0.000;96.279;4188.627;  0.000;  0.000;1.0000;0.86;5.12;33.41;38.53;0.200;-2717.081;-4750.041;3575.800;-91.00;0.000;33.162
209.10;-2790.065;-4710.237;3574.792; 160.207;2530.6;165.687;0.000;96.005;4197.102;  0.000;  0.000;1.0000;0.87;5.15;33.27;38.42;0.200;-2717.924;-4752.230;3574.792;-91.00;0.000;33.144
210.10;-2791.286;-4712.210;3573.775; 161.593;2534.0;167.754;0.000;95.731;4205.598;  0.000;  0.000;1.0000;0.87;5.18;33.13;38.31;0.200;-2718.767;-4754.419;3573.775;-91.00;0.000;33.125
211.10;-2792.506;-4714.182;3572.751; 162.976;2537.4;169.827;0.000;95.457;4214.115;  0.000;  0.000;1.0000;0.87;5.22;32.99;38.20;0.200;-2719.610;-4756.609;3572.751;-91.00;0.000;33.107
212.10;-2793.727;-4716.155;3571.719; 164.356;2540.9;171.905;0.000;95.183;4222.653;  0.000;  0.000;1.0000;0.87;5.25;32.85;38.09;0.200;-2720.454;-4758.798;3571.719;-91.00;0.000;33.088
213.10;-2794.949;-4718.128;3570.679; 165.732;2544.4;173.989;0.000;94.909;4231.213;  0.000;  0.000;1.0000;0.87;5.28;32.71;37.98;0.200;-2721.298;-4760.988;3570.679;-91.00;0.000;33.069
214.10;-2796.171;-4720.101;3569.632; 167.105;2548.0;176.079;0.000;94.635;4239.794;  0.000;  0.000;1.0000;0.88;5.31;32.57;37.87;0.200;-2722.142;-4763.178;3569.632;-91.00;0.000;33.051
215.10;-2797.394;-4722.073;3568.576; 168.475;2551.6;178.175;0.000;94.361;4248.397;  0.000;  0.000;1.0000;0.88;5.34;32.43;37.76;0.200;-2722.987;-4765.368;3568.576;-91.00;0.000;33.032
216.10;-2798.618;-4724.046;3567.513; 169.841;2555.2;180.276;0.000;94.087;4257.021;  0.000;  0.000;1.0000;0.88;5.37;32.29;37.65;0.200;-2723.831;-4767.559;3567.513;-91.00;0.000;33.013
217.10;-2799.842;-4726.019;3566.441; 171.205;2558.9;182.383;0.000;93.813;4265.668;  0.000;  0.000;1.0000;0.88;5.40;32.15;37.55;0.200;-2724.676;-4769.750;3566.441;-91.00;0.000;32.994
218.10;-2801.066;-4727.992;3565.362; 172.565;2562.6;184.496;0.000;93.539;4274.337;  0.000;  0.000;1.0000;0.89;5.43;32.01;37.44;0.200;-2725.522;-4771.941;3565.362;-91.00;0.000;32.975
219.10;-2802.292;-4729.966;3564.275; 173.921;2566.3;186.615;0.000;93.266;4283.027;  0.000;  0.000;1.0000;0.89;5.46;31.87;37.33;0.200;-2726.367;-4774.132;3564.275;-91.00;0.000;32.956
220.10;-2803.517;-4731.939;3563.179; 175.275;2570.2;188.739;0.000;92.992;4291.740;  0.000;  0.000;1.0000;0.89;5.49;31.73;37.22;0.200;-2727.213;-4776.323;3563.179;-91.00;0.000;32.937
221.10;-2804.744;-4733.912;3562.076; 176.625;2574.0;190.870;0.000;92.718;4300.475;  0.000;  0.000;1.0000;0.89;5.52;31.60;37.11;0.200;-2728.059;-4778.515;3562.076;-91.00;0.000;32.918
222.10;-2805.971;-4735.886;3560.965; 177.971;2577.9;193.006;0.000;92.444;4309.233;  0.000;  0.000;1.0000;0.89;5.55;31.46;37.00;0.200;-2728.906;-4780.707;3560.965;-91.00;0.000;32.898
223.10;-2807.199;-4737.860;3559.845; 179.315;2581.8;195.149;0.000;92.170;4318.013;  0.000;  0.000;1.0000;0.90;5.58;31.32;36.89;0.200;-2729.752;-4782.900;3559.845;-91.00;0.000;32.879
224.10;-2808.427;-4739.834;3558.718; 180.655;2585.8;197.297;0.000;91.896;4326.816;  0.000;  0.000;1.0000;0.90;5.61;31.18;36.78;0.200;-2730.600;-4785.093;3558.718;-91.00;0.000;32.860
225.10;-2809.656;-4741.808;3557.582; 181.993;2589.8;199.452;0.000;91.622;4335.641;  0.000;  0.000;1.0000;0.90;5.63;31.05;36.67;0.200;-2731.447;-4787.286;3557.582;-91.00;0.000;32.841
226.10;-2810.886;-4743.782;3556.439; 183.327;2593.9;201.612;0.000;91.348;4344.490;  0.000;  0.000;1.0000;0.90;5.66;30.91;36.57;0.200;-2732.295;-4789.480;3556.439;-91.00;0.000;32.821
227.10;-2812.116;-4745.757;3555.287; 184.657;2598.0;203.779;0.000;91.074;4353.361;  0.000;  0.000;1.0000;0.91;5.69;30.77;36.46;0.200;-2733.143;-4791.673;3555.287;-91.00;0.000;32.802
228.10;-2813.347;-4747.732;3554.127; 185.985;2602.1;205.951;0.000;90.800;4362.256;  0.000;  0.000;1.0000;0.91;5.72;30.64;36.35;0.200;-2733.992;-4793.868;3554.127;-91.00;0.000;32.782
229.10;-2814.579;-4749.707;3552.959; 187.309;2606.3;208.130;0.000;90.526;4371.174;  0.000;  0.000;1.0000;0.91;5.75;30.50;36.24;0.200;-2734.841;-4796.063;3552.959;-91.00;0.000;32.763
230.10;-2815.811;-4751.682;3551.782; 188.630;2610.6;210.315;0.000;90.252;4380.115;  0.000;  0.000;1.0000;0.91;5.77;30.37;36.13;0.200;-2735.690;-4798.258;3551.782;-91.00;0.000;32.743
231.10;-2817.044;-4753.658;3550.598; 189.948;2614.9;212.506;0.000;89.978;4389.080;  0.000;  0.000;1.0000;0.92;5.80;30.23;36.02;0.200;-2736.540;-4800.453;3550.598;-91.00;0.000;32.723
232.10;-2818.278;-4755.634;3549.405; 191.263;2619.2;214.703;0.000;89.705;4398.068;  0.000;  0.000;1.0000;0.92;5.83;30.09;35.91;0.200;-2737.390;-4802.649;3549.405;-91.00;0.000;32.704
233.10;-2819.512;-4757.610;3548.204; 192.575;2623.6;216.906;0.000;89.431;4407.080;  0.000;  0.000;1.0000;0.92;5.85;29.96;35.80;0.200;-2738.240;-4804.846;3548.204;-91.00;0.000;32.684
234.10;-2820.748;-4759.586;3546.994; 193.883;2628.0;219.116;0.000;89.157;4416.116;  0.000;  0.000;1.0000;0.92;5.88;29.83;35.69;0.200;-2739.091;-4807.043;3546.994;-91.00;0.000;32.664
235.10;-2821.984;-4761.563;3545.777; 195.189;2632.4;221.332;0.000;88.883;4425.176;  0.000;  0.000;1.0000;0.93;5.90;29.69;35.59;0.200;-2739.943;-4809.240;3545.777;-91.00;0.000;32.644
236.10;-2823.220;-4763.541;3544.551; 196.491;2636.9;223.554;0.000;88.609;4434.261;  0.000;  0.000;1.0000;0.93;5.93;29.56;35.48;0.200;-2740.795;-4811.438;3544.551;-91.00;0.000;32.624
237.10;-2824.458;-4765.518;3543.316; 197.790;2641.5;225.782;0.000;88.335;4443.369;  0.000;  0.000;1.0000;0.93;5.95;29.42;35.37;0.200;-2741.647;-4813.637;3543.316;-91.00;0.000;32.604
238.10;-2825.696;-4767.496;3542.074; 199.086;2646.1;228.017;0.000;88.061;4452.502;  0.000;  0.000;1.0000;0.93;5.98;29.29;35.26;0.200;-2742.500;-4815.836;3542.074;-91.00;0.000;32.584
239.10;-2826.839;-4769.530;3540.822; 200.379;2672.7;230.256;0.000;87.787;4461.659;  0.000;  0.000;1.0000;0.94;10.21;28.89;35.15;0.200;-2743.353;-4818.035;3540.822;-91.00;0.000;32.564
240.10;-2827.692;-4771.730;3539.563; 201.669;2677.3;232.493;0.000;87.513;4470.841;  0.000;  0.000;1.0000;0.94;10.21;28.76;35.04;0.200;-2744.207;-4820.236;3539.563;-91.00;0.000;32.544
241.10;-2828.547;-4773.931;3538.295; 202.956;2681.9;234.737;0.000;87.239;4480.048;  0.000;  0.000;1.0000;0.94;10.20;28.64;34.93;0.200;-2745.061;-4822.436;3538.295;-91.00;0.000;32.523
242.10;-2829.401;-4776.132;3537.018; 204.239;2686.6;236.988;0.000;86.965;4489.280;  0.000;  0.000;1.0000;0.94;10.20;28.51;34.82;0.200;-2745.915;-4824.638;3537.018;-91.00;0.000;32.503
243.10;-2830.256;-4778.334;3535.733; 205.520;2691.3;239.247;0.000;86.691;4498.537;  0.000;  0.000;1.0000;0.95;10.20;28.38;34.71;0.200;-2746.770;-4826.840;3535.733;-91.00;0.000;32.483
244.10;-2831.112;-4780.536;3534.439; 206.797;2696.1;241.513;0.000;86.417;4507.819;  0.000;  0.000;1.0000;0.95;10.20;28.25;34.61;0.200;-2747.626;-4829.042;3534.439;-91.00;0.000;32.462
245.10;-2831.968;-4782.740;3533.137; 208.072;2700.9;243.786;0.000;86.144;4517.126;  0.000;  0.000;1.0000;0.95;10.20;28.12;34.50;0.200;-2748.482;-4831.245;3533.137;-91.00;0.000;32.442
246.10;-2832.825;-4784.943;3531.827; 209.343;2705.8;246.066;0.000;85.870;4526.459;  0.000;  0.000;1.0000;0.95;10.20;27.99;34.39;0.200;-2749.339;-4833.449;3531.827;-91.00;0.000;32.421
247.10;-2833.682;-4787.148;3530.507; 210.611;2710.7;248.353;0.000;85.596;4535.818;  0.000;  0.000;1.0000;0.96;10.20;27.86;34.28;0.200;-2750.196;-4835.654;3530.507;-91.00;0.000;32.401
248.10;-2834.540;-4789.353;3529.179; 211.877;2715.6;250.648;0.000;85.322;4545.202;  0.000;  0.000;1.0000;0.96;10.20;27.74;34.17;0.200;-2751.054;-4837.859;3529.179;-91.00;0.000;32.380
249.10;-2835.398;-4791.559;3527.843; 213.139;2720.6;252.949;0.000;85.048;4554.612;  0.000;  0.000;1.0000;0.96;10.19;27.61;34.06;0.200;-2751.912;-4840.065;3527.843;-91.00;0.000;32.359
250.10;-2836.257;-4793.765;3526.497; 214.398;2725.7;255.258;0.000;84.774;4564.048;  0.000;  0.000;1.0000;0.96;10.19;27.48;33.95;0.200;-2752.771;-4842.271;3526.497;-91.00;0.000;32.339
251.10;-2837.116;-4795.973;3525.143; 215.655;2730.8;257.574;0.000;84.500;4573.511;  0.000;  0.000;1.0000;0.97;10.19;27.36;33.84;0.200;-2753.630;-4844.478;3525.143;-91.00;0.000;32.318
252.10;-2837.976;-4798.181;3523.781; 216.908;2735.9;259.898;0.000;84.226;4582.999;  0.000;  0.000;1.0000;0.97;10.19;27.23;33.73;0.200;-2754.490;-4846.686;3523.781;-91.00;0.000;32.297
253.10;-2838.837;-4800.389;3522.409; 218.158;2741.1;262.229;0.000;83.952;4592.514;  0.000;  0.000;1.0000;0.97;10.18;27.10;33.63;0.200;-2755.351;-4848.895;3522.409;-91.00;0.000;32.276
254.10;-2839.698;-4802.599;3521.029; 219.405;2746.3;264.567;0.000;83.678;4602.056;  0.000;  0.000;1.0000;0.98;10.18;26.98;33.52;0.200;-2756.212;-4851.105;3521.029;-91.00;0.000;32.255
255.10;-2840.560;-4804.809;3519.640; 220.650;2751.6;266.912;0.000;83.404;4611.625;  0.000;  0.000;1.0000;0.98;10.18;26.85;33.41;0.200;-2757.074;-4853.315;3519.640;-91.00;0.000;32.234
256.10;-2841.422;-4807.020;3518.242; 221.891;2756.9;269.265;0.000;83.130;4621.220;  0.000;  0.000;1.0000;0.98;10.18;26.73;33.30;0.200;-2757.936;-4855.526;3518.242;-91.00;0.000;32.213
257.10;-2842.285;-4809.232;3516.835; 223.129;2762.3;271.625;0.000;82.856;4630.843;  0.000;  0.000;1.0000;0.98;10.17;26.60;33.19;0.200;-2758.799;-4857.738;3516.835;-91.00;0.000;32.192
258.10;-2843.149;-4811.445;3515.419; 224.365;2767.7;273.992;0.000;82.583;4640.493;  0.000;  0.000;1.0000;0.99;10.17;26.48;33.08;0.200;-2759.663;-4859.950;3515.419;-91.00;0.000;32.170
259.10;-2844.013;-4813.658;3513.995; 225.597;2773.1;276.367;0.000;82.309;4650.170;  0.000;  0.000;1.0000;0.99;10.17;26.36;32.97;0.200;-2760.527;-4862.164;3513.995;-91.00;0.000;32.149
260.10;-2844.878;-4815.872;3512.561; 226.827;2778.6;278.749;0.000;82.035;4659.875;  0.000;  0.000;1.0000;0.99;10.16;26.23;32.86;0.200;-2761.392;-4864.378;3512.561;-91.00;0.000;32.128
261.10;-2845.743;-4818.088;3511.119; 228.054;2784.2;281.138;0.000;81.761;4669.607;  0.000;  0.000;1.0000;0.99;10.16;26.11;32.75;0.200;-2762.257;-4866.593;3511.119;-91.00;0.000;32.106
262.10;-2846.609;-4820.304;3509.667; 229.277;2789.8;283.535;0.000;81.487;4679.367;  0.000;  0.000;1.0000;1.00;10.15;25.99;32.65;0.200;-2763.124;-4868.810;3509.667;-91.00;0.000;32.085
263.10;-2847.476;-4822.521;3508.207; 230.498;2795.4;285.940;0.000;81.213;4689.156;  0.000;  0.000;1.0000;1.00;10.15;25.86;32.54;0.200;-2763.990;-4871.026;3508.207;-91.00;0.000;32.063
264.10;-2848.344;-4824.739;3506.737; 231.716;2801.1;288.351;0.000;80.939;4698.972;  0.000;  0.000;1.0000;1.00;10.14;25.74;32.43;0.200;-2764.858;-4873.244;3506.737;-91.00;0.000;32.041
265.10;-2849.212;-4826.957;3505.259; 232.931;2806.8;290.771;0.000;80.665;4708.817;  0.000;  0.000;1.0000;1.01;10.14;25.62;32.32;0.200;-2765.726;-4875.463;3505.259;-91.00;0.000;32.020
266.10;-2850.081;-4829.177;3503.771; 234.143;2812.6;293.198;0.000;80.391;4718.691;  0.000;  0.000;1.0000;1.01;10.13;25.50;32.21;0.200;-2766.595;-4877.683;3503.771;-91.00;0.000;31.998
267.10;-2850.951;-4831.398;3502.274; 235.353;2818.4;295.632;0.000;80.117;4728.593;  0.000;  0.000;1.0000;1.01;10.13;25.38;32.10;0.200;-2767.465;-4879.903;3502.274;-91.00;0.000;31.976
268.10;-2851.821;-4833.619;3500.768; 236.559;2824.3;298.074;0.000;79.843;4738.523;  0.000;  0.000;1.0000;1.01;10.12;25.26;31.99;0.200;-2768.335;-4882.125;3500.768;-91.00;0.000;31.954
269.10;-2852.692;-4835.842;3499.253; 237.763;2830.3;300.523;0.000;79.569;4748.483;  0.000;  0.000;1.0000;1.02;10.12;25.14;31.88;0.200;-2769.206;-4884.348;3499.253;-91.00;0.000;31.932
270.10;-2853.564;-4838.065;3497.729; 238.963;2836.2;302.980;0.000;79.295;4758.472;  0.000;  0.000;1.0000;1.02;10.11;25.02;31.77;0.200;-2770.078;-4886.571;3497.729;-91.00;0.000;31.910
271.10;-2854.436;-4840.290;3496.195; 240.161;2842.2;305.445;0.000;79.021;4768.491;  0.000;  0.000;1.0000;1.02;10.10;24.90;31.67;0.200;-2770.950;-4888.796;3496.195;-91.00;0.000;31.888
272.10;-2855.310;-4842.516;3494.652; 241.356;2848.3;307.917;0.000;78.748;4778.539;  0.000;  0.000;1.0000;1.03;10.10;24.78;31.56;0.200;-2771.824;-4891.021;3494.652;-91.00;0.000;31.866
273.10;-2856.184;-4844.742;3493.100; 242.548;2854.4;310.397;0.000;78.474;4788.616;  0.000;  0.000;1.0000;1.03;10.09;24.66;31.45;0.200;-2772.698;-4893.248;3493.100;-91.00;0.000;31.844
274.10;-2857.058;-4846.970;3491.538; 243.738;2860.6;312.885;0.000;78.200;4798.724;  0.000;  0.000;1.0000;1.03;10.08;24.54;31.34;0.200;-2773.572;-4895.476;3491.538;-91.00;0.000;31.821
275.10;-2857.934;-4849.199;3489.968; 244.924;2866.8;315.380;0.000;77.926;4808.861;  0.000;  0.000;1.0000;1.04;10.08;24.42;31.23;0.200;-2774.448;-4897.704;3489.968;-91.00;0.000;31.799
276.10;-2858.810;-4851.428;3488.387; 246.108;2873.1;317.883;0.000;77.652;4819.029;  0.000;  0.000;1.0000;1.04;10.07;24.30;31.12;0.200;-2775.324;-4899.934;3488.387;-91.00;0.000;31.777
277.10;-2859.687;-4853.659;3486.798; 247.289;2879.4;320.394;0.000;77.378;4829.227;  0.000;  0.000;1.0000;1.04;10.06;24.19;31.01;0.200;-2776.201;-4902.165;3486.797;-91.00;0.000;31.754
278.10;-2860.565;-4855.891;3485.198; 248.468;2885.7;322.913;0.000;77.104;4839.456;  0.000;  0.000;1.0000;1.05;10.05;24.07;30.90;0.200;-2777.079;-4904.397;3485.198;-91.00;0.000;31.732
279.10;-2861.444;-4858.125;3483.590; 249.643;2892.1;325.439;0.000;76.830;4849.716;  0.000;  0.000;1.0000;1.05;10.04;23.95;30.79;0.200;-2777.958;-4906.630;3483.590;-91.00;0.000;31.709
280.10;-2862.324;-4860.359;3481.972; 250.816;2898.6;327.974;0.000;76.556;4860.006;  0.000;  0.000;1.0000;1.05;10.03;23.84;30.69;0.200;-2778.838;-4908.865;3481.971;-91.00;0.000;31.686
281.10;-2863.204;-4862.594;3480.344; 251.986;2905.1;330.516;0.000;76.282;4870.328;  0.000;  0.000;1.0000;1.05;10.03;23.72;30.58;0.200;-2779.718;-4911.100;3480.344;-91.00;0.000;31.663
282.10;-2864.085;-4864.831;3478.707; 253.153;2911.7;333.066;0.000;76.008;4880.681;  0.000;  0.000;1.0000;1.06;10.02;23.61;30.47;0.200;-2780.599;-4913.337;3478.707;-91.00;0.000;31.641
283.10;-2864.967;-4867.069;3477.060; 254.318;2918.3;335.624;0.000;75.734;4891.065;  0.000;  0.000;1.0000;1.06;10.01;23.49;30.36;0.200;-2781.481;-4915.574;3477.060;-91.00;0.000;31.618
284.10;-2865.850;-4869.308;3475.403; 255.479;2924.9;338.190;0.000;75.460;4901.482;  0.000;  0.000;1.0000;1.06;10.00;23.38;30.25;0.200;-2782.364;-4917.813;3475.403;-91.00;0.000;31.595
285.10;-2866.734;-4871.548;3473.737; 256.638;2931.6;340.764;0.000;75.187;4911.930;  0.000;  0.000;1.0000;1.07;9.99;23.26;30.14;0.200;-2783.248;-4920.053;3473.737;-91.00;0.000;31.572
286.10;-2867.619;-4873.789;3472.061; 257.795;2938.4;343.345;0.000;74.913;4922.410;  0.000;  0.000;1.0000;1.07;9.98;23.15;30.03;0.200;-2784.133;-4922.295;3472.061;-91.00;0.000;31.549
287.10;-2868.504;-4876.032;3470.375; 258.948;2945.2;345.935;0.000;74.639;4932.923;  0.000;  0.000;1.0000;1.07;9.97;23.03;29.92;0.200;-2785.018;-4924.538;3470.375;-91.00;0.000;31.525
288.10;-2869.391;-4878.276;3468.680; 260.099;2952.0;348.533;0.000;74.365;4943.468;  0.000;  0.000;1.0000;1.08;9.96;22.92;29.81;0.200;-2785.905;-4926.781;3468.680;-91.00;0.000;31.502
289.10;-2870.278;-4880.521;3466.975; 261.248;2958.9;351.139;0.000;74.091;4954.046;  0.000;  0.000;1.0000;1.08;9.95;22.81;29.71;0.200;-2786.792;-4929.027;3466.975;-91.00;0.000;31.479
